audit_type,component,rank,verse_id,surah,verse,probability,translation
core_probability_ge_0.8,9,7,33:2,33,2,0.9999084,"And follow that which is revealed to you from your Lord. Indeed Allah is ever, with what you do, Acquainted."
core_probability_ge_0.8,9,8,8:40,8,40,0.9999047,"But if they turn away - then know that Allah is your protector. Excellent is the protector, and Excellent is the helper."
core_probability_ge_0.8,9,9,26:108,26,108,0.9999047,So fear Allah and obey me.
core_probability_ge_0.8,9,10,10:25,10,25,0.9999047,And Allah invites to the Home of Peace and guides whom He wills to a straight path
top_posterior,10,1,13:4,13,4,1.0,"And within the land are neighboring plots and gardens of grapevines and crops and palm trees, [growing] several from a root or otherwise, watered with one water; but We make some of them exceed others in [quality of] fruit. Indeed in that are signs for a people who reason."
top_posterior,10,2,12:47,12,47,1.0,"[Joseph] said, ""You will plant for seven years consecutively; and what you harvest leave in its spikes, except a little from which you will eat."
top_posterior,10,3,6:141,6,141,1.0,"And He it is who causes gardens to grow, [both] trellised and untrellised, and palm trees and crops of different [kinds of] food and olives and pomegranates, similar and dissimilar. Eat of [each of] its fruit when it yields and give its due [zakah] on the day of its harvest. And be not excessive. Indeed, He does not like those who commit excess."
top_posterior,10,4,26:134,26,134,1.0,And gardens and springs.
top_posterior,10,5,44:52,44,52,1.0,"Within gardens and springs,"
top_posterior,10,6,18:32,18,32,1.0,"And present to them an example of two men: We granted to one of them two gardens of grapevines, and We bordered them with palm trees and placed between them [fields of] crops."
top_posterior,10,7,80:30,80,30,1.0,And gardens of dense shrubbery
top_posterior,10,8,80:28,80,28,1.0,And grapes and herbage
top_posterior,10,9,18:33,18,33,1.0,Each of the two gardens produced its fruit and did not fall short thereof in anything. And We caused to gush forth within them a river.
top_posterior,10,10,26:148,26,148,1.0,And fields of crops and palm trees with softened fruit?
core_probability_ge_0.8,10,1,13:4,13,4,1.0,"And within the land are neighboring plots and gardens of grapevines and crops and palm trees, [growing] several from a root or otherwise, watered with one water; but We make some of them exceed others in [quality of] fruit. Indeed in that are signs for a people who reason."
core_probability_ge_0.8,10,2,12:47,12,47,1.0,"[Joseph] said, ""You will plant for seven years consecutively; and what you harvest leave in its spikes, except a little from which you will eat."
core_probability_ge_0.8,10,3,6:141,6,141,1.0,"And He it is who causes gardens to grow, [both] trellised and untrellised, and palm trees and crops of different [kinds of] food and olives and pomegranates, similar and dissimilar. Eat of [each of] its fruit when it yields and give its due [zakah] on the day of its harvest. And be not excessive. Indeed, He does not like those who commit excess."
core_probability_ge_0.8,10,4,26:134,26,134,1.0,And gardens and springs.
core_probability_ge_0.8,10,5,44:52,44,52,1.0,"Within gardens and springs,"
core_probability_ge_0.8,10,6,18:32,18,32,1.0,"And present to them an example of two men: We granted to one of them two gardens of grapevines, and We bordered them with palm trees and placed between them [fields of] crops."
core_probability_ge_0.8,10,7,80:30,80,30,1.0,And gardens of dense shrubbery
core_probability_ge_0.8,10,8,80:28,80,28,1.0,And grapes and herbage
core_probability_ge_0.8,10,9,18:33,18,33,1.0,Each of the two gardens produced its fruit and did not fall short thereof in anything. And We caused to gush forth within them a river.
core_probability_ge_0.8,10,10,26:148,26,148,1.0,And fields of crops and palm trees with softened fruit?
top_posterior,11,1,59:23,59,23,1.0,"He is Allah, other than whom there is no deity, the Sovereign, the Pure, the Perfection, the Bestower of Faith, the Overseer, the Exalted in Might, the Compeller, the Superior. Exalted is Allah above whatever they associate with Him."
top_posterior,11,2,62:1,62,1,1.0,"Whatever is in the heavens and whatever is on the earth is exalting Allah, the Sovereign, the Pure, the Exalted in Might, the Wise."
top_posterior,11,3,2:29,2,29,1.0,"It is He who created for you all of that which is on the earth. Then He directed Himself to the heaven, [His being above all creation], and made them seven heavens, and He is Knowing of all things."
top_posterior,11,4,65:12,65,12,1.0,"It is Allah who has created seven heavens and of the earth, the like of them. [His] command descends among them so you may know that Allah is over all things competent and that Allah has encompassed all things in knowledge."
top_posterior,11,5,64:1,64,1,0.9999962,"Whatever is in the heavens and whatever is on the earth is exalting Allah. To Him belongs dominion, and to Him belongs [all] praise, and He is over all things competent."
top_posterior,11,6,4:126,4,126,0.9999962,"And to Allah belongs whatever is in the heavens and whatever is on the earth. And ever is Allah, of all things, encompassing."
top_posterior,11,7,42:4,42,4,0.9999962,"To Him belongs whatever is in the heavens and whatever is in the earth, and He is the Most High, the Most Great."
top_posterior,11,8,57:4,57,4,0.9999923,"It is He who created the heavens and earth in six days and then established Himself above the Throne. He knows what penetrates into the earth and what emerges from it and what descends from the heaven and what ascends therein; and He is with you wherever you are. And Allah, of what you do, is Seeing."
top_posterior,11,9,14:2,14,2,0.9999923,"Allah, to whom belongs whatever is in the heavens and whatever is on the earth. And woe to the disbelievers from a severe punishment"
top_posterior,11,10,61:1,61,1,0.9999923,"Whatever is in the heavens and whatever is on the earth exalts Allah, and He is the Exalted in Might, the Wise."
core_probability_ge_0.8,11,1,59:23,59,23,1.0,"He is Allah, other than whom there is no deity, the Sovereign, the Pure, the Perfection, the Bestower of Faith, the Overseer, the Exalted in Might, the Compeller, the Superior. Exalted is Allah above whatever they associate with Him."
core_probability_ge_0.8,11,2,62:1,62,1,1.0,"Whatever is in the heavens and whatever is on the earth is exalting Allah, the Sovereign, the Pure, the Exalted in Might, the Wise."
core_probability_ge_0.8,11,3,2:29,2,29,1.0,"It is He who created for you all of that which is on the earth. Then He directed Himself to the heaven, [His being above all creation], and made them seven heavens, and He is Knowing of all things."
core_probability_ge_0.8,11,4,65:12,65,12,1.0,"It is Allah who has created seven heavens and of the earth, the like of them. [His] command descends among them so you may know that Allah is over all things competent and that Allah has encompassed all things in knowledge."
core_probability_ge_0.8,11,5,64:1,64,1,0.9999962,"Whatever is in the heavens and whatever is on the earth is exalting Allah. To Him belongs dominion, and to Him belongs [all] praise, and He is over all things competent."
core_probability_ge_0.8,11,6,4:126,4,126,0.9999962,"And to Allah belongs whatever is in the heavens and whatever is on the earth. And ever is Allah, of all things, encompassing."
core_probability_ge_0.8,11,7,42:4,42,4,0.9999962,"To Him belongs whatever is in the heavens and whatever is in the earth, and He is the Most High, the Most Great."
core_probability_ge_0.8,11,8,57:4,57,4,0.9999923,"It is He who created the heavens and earth in six days and then established Himself above the Throne. He knows what penetrates into the earth and what emerges from it and what descends from the heaven and what ascends therein; and He is with you wherever you are. And Allah, of what you do, is Seeing."
core_probability_ge_0.8,11,9,14:2,14,2,0.9999923,"Allah, to whom belongs whatever is in the heavens and whatever is on the earth. And woe to the disbelievers from a severe punishment"
core_probability_ge_0.8,11,10,61:1,61,1,0.9999923,"Whatever is in the heavens and whatever is on the earth exalts Allah, and He is the Exalted in Might, the Wise."
top_posterior,12,1,86:9,86,9,1.0,"The Day when secrets will be put on trial,"
top_posterior,12,2,24:44,24,44,1.0,Allah alternates the night and the day. Indeed in that is a lesson for those who have vision.
top_posterior,12,3,101:4,101,4,1.0,"It is the Day when people will be like moths, dispersed,"
top_posterior,12,4,7:187,7,187,1.0,"They ask you, [O Muhammad], about the Hour: when is its arrival? Say, ""Its knowledge is only with my Lord. None will reveal its time except Him. It lays heavily upon the heavens and the earth. It will not come upon you except unexpectedly."" They ask you as if you are familiar with it. Say, ""Its knowledge is only with Allah, but most of the people do not know."""
top_posterior,12,5,31:29,31,29,1.0,"Do you not see that Allah causes the night to enter the day and causes the day to enter the night and has subjected the sun and the moon, each running [its course] for a specified term, and that Allah, with whatever you do, is Acquainted?"
top_posterior,12,6,33:63,33,63,1.0,"People ask you concerning the Hour. Say,"" Knowledge of it is only with Allah. And what may make you perceive? Perhaps the Hour is near."""
top_posterior,12,7,17:12,17,12,1.0,"And We have made the night and day two signs, and We erased the sign of the night and made the sign of the day visible that you may seek bounty from your Lord and may know the number of years and the account [of time]. And everything We have set out in detail."
top_posterior,12,8,82:19,82,19,1.0,"It is the Day when a soul will not possess for another soul [power to do] a thing; and the command, that Day, is [entirely] with Allah."
top_posterior,12,9,42:18,42,18,1.0,"Those who do not believe in it are impatient for it, but those who believe are fearful of it and know that it is the truth. Unquestionably, those who dispute concerning the Hour are in extreme error."
top_posterior,12,10,22:61,22,61,0.9999923,That is because Allah causes the night to enter the day and causes the day to enter the night and because Allah is Hearing and Seeing.
core_probability_ge_0.8,12,1,86:9,86,9,1.0,"The Day when secrets will be put on trial,"
core_probability_ge_0.8,12,2,24:44,24,44,1.0,Allah alternates the night and the day. Indeed in that is a lesson for those who have vision.
core_probability_ge_0.8,12,3,101:4,101,4,1.0,"It is the Day when people will be like moths, dispersed,"
core_probability_ge_0.8,12,4,7:187,7,187,1.0,"They ask you, [O Muhammad], about the Hour: when is its arrival? Say, ""Its knowledge is only with my Lord. None will reveal its time except Him. It lays heavily upon the heavens and the earth. It will not come upon you except unexpectedly."" They ask you as if you are familiar with it. Say, ""Its knowledge is only with Allah, but most of the people do not know."""
core_probability_ge_0.8,12,5,31:29,31,29,1.0,"Do you not see that Allah causes the night to enter the day and causes the day to enter the night and has subjected the sun and the moon, each running [its course] for a specified term, and that Allah, with whatever you do, is Acquainted?"
core_probability_ge_0.8,12,6,33:63,33,63,1.0,"People ask you concerning the Hour. Say,"" Knowledge of it is only with Allah. And what may make you perceive? Perhaps the Hour is near."""
core_probability_ge_0.8,12,7,17:12,17,12,1.0,"And We have made the night and day two signs, and We erased the sign of the night and made the sign of the day visible that you may seek bounty from your Lord and may know the number of years and the account [of time]. And everything We have set out in detail."
core_probability_ge_0.8,12,8,82:19,82,19,1.0,"It is the Day when a soul will not possess for another soul [power to do] a thing; and the command, that Day, is [entirely] with Allah."
core_probability_ge_0.8,12,9,42:18,42,18,1.0,"Those who do not believe in it are impatient for it, but those who believe are fearful of it and know that it is the truth. Unquestionably, those who dispute concerning the Hour are in extreme error."
core_probability_ge_0.8,12,10,22:61,22,61,0.9999923,That is because Allah causes the night to enter the day and causes the day to enter the night and because Allah is Hearing and Seeing.
top_posterior,13,1,55:40,55,40,1.0,So which of the favors of your Lord would you deny?
top_posterior,13,2,55:63,55,63,1.0,So which of the favors of your Lord would you deny? -
top_posterior,13,3,55:21,55,21,1.0,So which of the favors of your Lord would you deny?
top_posterior,13,4,55:61,55,61,1.0,So which of the favors of your Lord would you deny?
top_posterior,13,5,55:38,55,38,1.0,So which of the favors of your Lord would you deny? -
top_posterior,13,6,55:59,55,59,1.0,So which of the favors of your Lord would you deny?
top_posterior,13,7,55:13,55,13,1.0,So which of the favors of your Lord would you deny?
top_posterior,13,8,55:57,55,57,1.0,So which of the favors of your Lord would you deny? -
top_posterior,13,9,55:36,55,36,1.0,So which of the favors of your Lord would you deny?
top_posterior,13,10,55:55,55,55,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,13,1,55:40,55,40,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,13,2,55:63,55,63,1.0,So which of the favors of your Lord would you deny? -
core_probability_ge_0.8,13,3,55:21,55,21,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,13,4,55:61,55,61,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,13,5,55:38,55,38,1.0,So which of the favors of your Lord would you deny? -
core_probability_ge_0.8,13,6,55:59,55,59,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,13,7,55:13,55,13,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,13,8,55:57,55,57,1.0,So which of the favors of your Lord would you deny? -
core_probability_ge_0.8,13,9,55:36,55,36,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,13,10,55:55,55,55,1.0,So which of the favors of your Lord would you deny?
top_posterior,14,1,78:33,78,33,1.0,And full-breasted [companions] of equal age
top_posterior,14,2,19:20,19,20,1.0,"She said, ""How can I have a boy while no man has touched me and I have not been unchaste?"""
top_posterior,14,3,2:241,2,241,1.0,And for divorced women is a provision according to what is acceptable - a duty upon the righteous.
top_posterior,14,4,66:4,66,4,1.0,"If you two [wives] repent to Allah, [it is best], for your hearts have deviated. But if you cooperate against him - then indeed Allah is his protector, and Gabriel and the righteous of the believers and the angels, moreover, are [his] assistants."
top_posterior,14,5,66:5,66,5,1.0,"Perhaps his Lord, if he divorced you [all], would substitute for him wives better than you - submitting [to Allah], believing, devoutly obedient, repentant, worshipping, and traveling - [ones] previously married and virgins."
top_posterior,14,6,2:234,2,234,1.0,"And those who are taken in death among you and leave wives behind - they, [the wives, shall] wait four months and ten [days]. And when they have fulfilled their term, then there is no blame upon you for what they do with themselves in an acceptable manner. And Allah is [fully] Acquainted with what you do."
top_posterior,14,7,2:232,2,232,1.0,"And when you divorce women and they have fulfilled their term, do not prevent them from remarrying their [former] husbands if they agree among themselves on an acceptable basis. That is instructed to whoever of you believes in Allah and the Last Day. That is better for you and purer, and Allah knows and you know not."
top_posterior,14,8,2:228,2,228,1.0,"Divorced women remain in waiting for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they want reconciliation. And due to the wives is similar to what is expected of them, according to what is reasonable. But the men have a degree over them [in responsibility and authority]. And Allah is Exalted in Might and Wise."
top_posterior,14,9,4:23,4,23,1.0,"Prohibited to you [for marriage] are your mothers, your daughters, your sisters, your father's sisters, your mother's sisters, your brother's daughters, your sister's daughters, your [milk] mothers who nursed you, your sisters through nursing, your wives' mothers, and your step-daughters under your guardianship [born] of your wives unto whom you have gone in. But if you have not gone in unto them, there is no sin upon you. And [also prohibited are] the wives of your sons who are from your [own] loins, and that you take [in marriage] two sisters simultaneously, except for what has already occurred. Indeed, Allah is ever Forgiving and Merciful."
top_posterior,14,10,33:50,33,50,1.0,"O Prophet, indeed We have made lawful to you your wives to whom you have given their due compensation and those your right hand possesses from what Allah has returned to you [of captives] and the daughters of your paternal uncles and the daughters of your paternal aunts and the daughters of your maternal uncles and the daughters of your maternal aunts who emigrated with you and a believing woman if she gives herself to the Prophet [and] if the Prophet wishes to marry her, [this is] only for you, excluding the [other] believers. We certainly know what We have made obligatory upon them concerning their wives and those their right hands possess, [but this is for you] in order that there will be upon you no discomfort. And ever is Allah Forgiving and Merciful."
core_probability_ge_0.8,14,1,78:33,78,33,1.0,And full-breasted [companions] of equal age
core_probability_ge_0.8,14,2,19:20,19,20,1.0,"She said, ""How can I have a boy while no man has touched me and I have not been unchaste?"""
core_probability_ge_0.8,14,3,2:241,2,241,1.0,And for divorced women is a provision according to what is acceptable - a duty upon the righteous.
core_probability_ge_0.8,14,4,66:4,66,4,1.0,"If you two [wives] repent to Allah, [it is best], for your hearts have deviated. But if you cooperate against him - then indeed Allah is his protector, and Gabriel and the righteous of the believers and the angels, moreover, are [his] assistants."
core_probability_ge_0.8,14,5,66:5,66,5,1.0,"Perhaps his Lord, if he divorced you [all], would substitute for him wives better than you - submitting [to Allah], believing, devoutly obedient, repentant, worshipping, and traveling - [ones] previously married and virgins."
core_probability_ge_0.8,14,6,2:234,2,234,1.0,"And those who are taken in death among you and leave wives behind - they, [the wives, shall] wait four months and ten [days]. And when they have fulfilled their term, then there is no blame upon you for what they do with themselves in an acceptable manner. And Allah is [fully] Acquainted with what you do."
core_probability_ge_0.8,14,7,2:232,2,232,1.0,"And when you divorce women and they have fulfilled their term, do not prevent them from remarrying their [former] husbands if they agree among themselves on an acceptable basis. That is instructed to whoever of you believes in Allah and the Last Day. That is better for you and purer, and Allah knows and you know not."
core_probability_ge_0.8,14,8,2:228,2,228,1.0,"Divorced women remain in waiting for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they want reconciliation. And due to the wives is similar to what is expected of them, according to what is reasonable. But the men have a degree over them [in responsibility and authority]. And Allah is Exalted in Might and Wise."
core_probability_ge_0.8,14,9,4:23,4,23,1.0,"Prohibited to you [for marriage] are your mothers, your daughters, your sisters, your father's sisters, your mother's sisters, your brother's daughters, your sister's daughters, your [milk] mothers who nursed you, your sisters through nursing, your wives' mothers, and your step-daughters under your guardianship [born] of your wives unto whom you have gone in. But if you have not gone in unto them, there is no sin upon you. And [also prohibited are] the wives of your sons who are from your [own] loins, and that you take [in marriage] two sisters simultaneously, except for what has already occurred. Indeed, Allah is ever Forgiving and Merciful."
core_probability_ge_0.8,14,10,33:50,33,50,1.0,"O Prophet, indeed We have made lawful to you your wives to whom you have given their due compensation and those your right hand possesses from what Allah has returned to you [of captives] and the daughters of your paternal uncles and the daughters of your paternal aunts and the daughters of your maternal uncles and the daughters of your maternal aunts who emigrated with you and a believing woman if she gives herself to the Prophet [and] if the Prophet wishes to marry her, [this is] only for you, excluding the [other] believers. We certainly know what We have made obligatory upon them concerning their wives and those their right hands possess, [but this is for you] in order that there will be upon you no discomfort. And ever is Allah Forgiving and Merciful."
top_posterior,15,1,78:5,78,5,1.0,"Then, no! They are going to know."
top_posterior,15,2,26:72,26,72,1.0,"He said, ""Do they hear you when you supplicate?"
top_posterior,15,3,19:4,19,4,0.9999923,"He said, ""My Lord, indeed my bones have weakened, and my head has filled with white, and never have I been in my supplication to You, my Lord, unhappy."
top_posterior,15,4,101:7,101,7,0.9999923,He will be in a pleasant life.
top_posterior,15,5,89:24,89,24,0.9999923,"He will say, ""Oh, I wish I had sent ahead [some good] for my life."""
top_posterior,15,6,20:93,20,93,0.9999923,"From following me? Then have you disobeyed my order?"""
top_posterior,15,7,18:70,18,70,0.9999923,"He said, ""Then if you follow me, do not ask me about anything until I make to you about it mention."""
top_posterior,15,8,18:67,18,67,0.9999923,"He said, ""Indeed, with me you will never be able to have patience."
top_posterior,15,9,27:80,27,80,0.9999923,"Indeed, you will not make the dead hear, nor will you make the deaf hear the call when they have turned their backs retreating."
top_posterior,15,10,26:81,26,81,0.9999923,And who will cause me to die and then bring me to life
core_probability_ge_0.8,15,1,78:5,78,5,1.0,"Then, no! They are going to know."
core_probability_ge_0.8,15,2,26:72,26,72,1.0,"He said, ""Do they hear you when you supplicate?"
core_probability_ge_0.8,15,3,19:4,19,4,0.9999923,"He said, ""My Lord, indeed my bones have weakened, and my head has filled with white, and never have I been in my supplication to You, my Lord, unhappy."
core_probability_ge_0.8,15,4,101:7,101,7,0.9999923,He will be in a pleasant life.
core_probability_ge_0.8,15,5,89:24,89,24,0.9999923,"He will say, ""Oh, I wish I had sent ahead [some good] for my life."""
core_probability_ge_0.8,15,6,20:93,20,93,0.9999923,"From following me? Then have you disobeyed my order?"""
core_probability_ge_0.8,15,7,18:70,18,70,0.9999923,"He said, ""Then if you follow me, do not ask me about anything until I make to you about it mention."""
core_probability_ge_0.8,15,8,18:67,18,67,0.9999923,"He said, ""Indeed, with me you will never be able to have patience."
core_probability_ge_0.8,15,9,27:80,27,80,0.9999923,"Indeed, you will not make the dead hear, nor will you make the deaf hear the call when they have turned their backs retreating."
core_probability_ge_0.8,15,10,26:81,26,81,0.9999923,And who will cause me to die and then bring me to life
