surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,component_probability_08,component_probability_09,component_probability_10,component_probability_11,component_probability_12,component_probability_13,component_probability_14,component_probability_15,component_probability_16,component_probability_17,component_probability_18,component_probability_19,component_probability_20,component_probability_21,component_probability_22,component_probability_23,dominant_membership,membership_entropy
27,12,27:12,"And put your hand into the opening of your garment [at the breast]; it will come out white without disease. [These are] among the nine signs [you will take] to Pharaoh and his people. Indeed, they have been a people defiantly disobedient.""",1.7959273e-08,0.00017267476,1.063617e-09,2.3183698e-11,5.7472096e-15,0.999794,0.0,1.6136765e-16,3.952087e-09,7.902639e-06,3.6671183e-11,9.229842e-09,4.265995e-16,3.0100683e-08,4.5751025e-09,1.3471105e-08,8.517882e-12,3.2729878e-15,2.3550298e-05,3.1691915e-08,1.288852e-11,3.3716686e-16,1.4979343e-15,7.903432e-11,5,0.0020478413992720415
27,13,27:13,"But when there came to them Our visible signs, they said, ""This is obvious magic.""",7.083279e-15,0.011402586,3.9445004e-07,3.666639e-13,1.3610245e-10,1.0351059e-08,0.0,6.7887173e-19,2.426336e-09,5.3717153e-10,1.6197378e-10,2.209616e-10,3.3780064e-14,2.6726505e-07,6.822873e-07,0.00014977543,1.5615997e-12,1.530081e-13,0.0005445013,0.98790485,8.8854576e-11,8.688901e-11,5.7079255e-15,2.4794824e-09,19,0.06846702816808331
27,14,27:14,"And they rejected them, while their [inner] selves were convinced thereof, out of injustice and haughtiness. So see how was the end of the corrupters.",1.0917726e-08,0.005768374,7.105236e-05,1.7365166e-05,8.6790675e-10,2.1479539e-06,0.0,3.980663e-12,4.778717e-05,1.3476258e-06,2.825889e-06,4.6673165e-08,2.1528947e-11,2.815614e-05,2.4953664e-09,0.0021708985,0.00016395109,5.292032e-08,0.99171084,3.158622e-06,1.2197709e-05,5.476087e-13,1.321091e-07,4.1364194e-07,18,0.054645010686536585
27,15,27:15,"And We had certainly given to David and Solomon knowledge, and they said, ""Praise [is due] to Allah, who has favored us over many of His believing servants.""",3.1942775e-09,2.336792e-05,0.006991352,2.0928796e-07,5.742067e-05,0.0006656371,0.0,2.286089e-09,0.7442944,1.0699348e-05,1.0881019e-07,7.600606e-09,0.10070625,3.4538032e-06,4.3579422e-23,0.00045143152,2.8409033e-05,9.049495e-08,0.13927221,3.198751e-10,0.0074941046,1.606893e-11,2.5215413e-06,4.104427e-10,8,0.8065616503757497
27,16,27:16,"And Solomon inherited David. He said, ""O people, we have been taught the language of birds, and we have been given from all things. Indeed, this is evident bounty.""",3.9403687e-05,0.002668082,0.0027021908,8.305963e-08,2.0717987e-06,0.03948304,0.0,8.788291e-07,1.0941413e-07,2.1952787e-06,7.5744524e-06,1.15061134e-07,2.8819337e-05,2.1830697e-06,9.648368e-07,4.2424872e-05,8.325829e-06,3.1008e-08,0.75421214,5.247134e-12,0.20079847,1.6502221e-11,5.6684427e-12,5.621835e-07,18,0.6959567018141111
27,17,27:17,"And gathered for Solomon were his soldiers of the jinn and men and birds, and they were [marching] in rows.",1.1007816e-06,0.011786643,3.6873412e-06,1.542473e-09,1.3100221e-12,0.0006395902,0.0,9.13195e-10,1.3047667e-10,3.6894765e-08,4.5682164e-08,2.9979117e-07,3.0720777e-12,2.687741e-07,0.97548705,8.191279e-06,8.267473e-05,1.3815823e-10,0.011990813,5.998392e-17,1.8897271e-08,4.5043105e-16,3.3106483e-14,8.2161375e-11,14,0.13524345533595145
27,18,27:18,"Until, when they came upon the valley of the ants, an ant said, ""O ants, enter your dwellings that you not be crushed by Solomon and his soldiers while they perceive not.""",4.2176212e-05,0.06590031,0.0011131262,4.7041024e-08,1.0957662e-07,0.075285785,0.0,5.6858935e-06,4.2021034e-07,5.1587085e-07,4.773485e-06,9.510857e-07,1.9004243e-10,3.2481035e-05,0.0007659215,0.0020453227,2.8330962e-08,7.7633906e-08,0.8548038,2.9525986e-11,6.920332e-07,3.337014e-11,4.045342e-11,4.1102595e-08,18,0.5347110790970555
27,19,27:19,"So [Solomon] smiled, amused at her speech, and said, ""My Lord, enable me to be grateful for Your favor which You have bestowed upon me and upon my parents and to do righteousness of which You approve. And admit me by Your mercy into [the ranks of] Your righteous servants.""",5.4210556e-11,0.008181517,1.4509615e-08,3.8544457e-09,6.1725114e-09,0.0009475274,0.0,2.3647756e-08,4.0509093e-07,0.002866641,1.852603e-09,7.477323e-08,7.0029614e-11,4.1164462e-06,4.2327954e-09,2.0680727e-05,1.4074855e-07,1.0484266e-08,0.9879501,3.7525563e-15,2.806221e-05,7.355167e-08,2.6520425e-08,1.7399063e-11,18,0.07525632703011452
27,20,27:20,"And he took attendance of the birds and said, ""Why do I not see the hoopoe - or is he among the absent?",0.010258555,0.56373787,5.8637237e-05,4.314737e-07,7.684819e-05,2.505567e-06,0.0,1.29555e-05,1.3963452e-08,7.220975e-07,0.0016865234,6.0987704e-06,5.9960706e-13,5.8279926e-07,0.029982738,0.003021661,1.5272117e-06,9.5003e-08,0.39112487,1.3637921e-06,2.9144578e-06,8.1056765e-13,7.274677e-12,1.9260537e-05,1,0.8725720397200492
27,21,27:21,"I will surely punish him with a severe punishment or slaughter him unless he brings me clear authorization.""",5.3040775e-08,0.014476707,6.243957e-10,8.2314194e-10,1.3875644e-13,8.890602e-13,0.0,2.7487582e-17,0.0063144737,3.1263554e-11,6.230966e-10,9.412274e-10,2.8398082e-13,0.9777372,2.1549567e-19,1.3633539e-08,1.3433438e-08,2.116221e-11,0.0014728197,3.0528985e-10,1.1448965e-09,4.0811816e-09,7.296299e-12,6.5533967e-12,13,0.12491252634142785
27,22,27:22,"But the hoopoe stayed not long and said, ""I have encompassed [in knowledge] that which you have not encompassed, and I have come to you from Sheba with certain news.",2.6442754e-07,0.64218754,0.0088222,1.5421232e-05,0.0020240094,0.0051448448,0.0,9.654379e-05,1.7582926e-06,0.00092163193,4.781192e-07,4.7841318e-06,2.7569635e-07,9.610945e-05,0.00015452037,0.015475177,4.863217e-06,7.6197484e-06,0.32502422,9.8772425e-08,2.9324673e-07,5.5647725e-10,1.8736073e-06,1.5728268e-05,1,0.8057982741537626
27,23,27:23,"Indeed, I found [there] a woman ruling them, and she has been given of all things, and she has a great throne.",9.367959e-11,0.75969845,9.4060067e-07,7.605784e-05,0.0017425304,3.9276278e-05,0.0,4.699838e-06,5.994711e-09,0.1680514,5.7241656e-09,7.861225e-09,8.390184e-10,2.6119736e-07,0.00016672871,5.319343e-05,3.256796e-08,9.552498e-13,0.07014195,2.4653243e-10,2.1683305e-05,2.3904905e-14,5.8370335e-12,8.345177e-10,1,0.7093630169562539
27,24,27:24,"I found her and her people prostrating to the sun instead of Allah, and Satan has made their deeds pleasing to them and averted them from [His] way, so they are not guided,",4.7556483e-09,6.1971755e-06,3.693488e-09,0.00016466311,1.6095164e-06,4.1447414e-08,0.0,1.0421264e-08,0.99742466,0.00055170205,9.029219e-08,0.0006267984,2.4842864e-06,2.9124794e-06,5.3962185e-32,0.00049081375,4.3941824e-08,3.2983335e-06,0.000727454,3.3138676e-08,5.4615608e-08,6.822628e-10,1.3557138e-09,5.4913216e-11,8,0.021975889820538108
27,25,27:25,"[And] so they do not prostrate to Allah, who brings forth what is hidden within the heavens and the earth and knows what you conceal and what you declare -",2.7993755e-07,2.2052513e-05,7.126371e-08,2.3640723e-08,2.242458e-05,7.4540594e-07,0.0,1.178481e-08,0.99626863,0.00010188269,3.3011029e-06,2.1393255e-07,2.7058059e-07,1.5514258e-08,4.6073213e-27,0.0004901813,3.0276286e-09,3.6186327e-12,0.003092964,3.8838812e-14,6.06827e-08,1.636093e-12,4.636799e-13,5.2798125e-08,8,0.02681382514540033
27,26,27:26,"Allah - there is no deity except Him, Lord of the Great Throne.""",2.5651895e-14,9.546334e-07,9.099402e-10,0.99975586,2.427645e-06,3.3934636e-08,0.0,5.8386635e-18,0.00024235206,1.3023785e-12,1.4232713e-09,2.5597988e-10,7.483774e-15,5.3275895e-12,2.4128378e-27,2.4808635e-09,1.3189016e-13,7.7647293e-14,1.9403665e-06,2.201069e-17,1.5426363e-11,1.4928246e-13,2.8104885e-10,3.8150003e-13,3,0.0023325540310045107
27,27,27:27,"[Solomon] said, ""We will see whether you were truthful or were of the liars.",1.456539e-10,0.23134345,5.80445e-08,3.524658e-10,1.0809697e-14,8.5500715e-06,0.0,5.9708716e-13,1.9088707e-06,4.2106078e-07,5.2204234e-11,2.2656273e-08,7.0247324e-13,3.6831203e-08,7.887615e-12,0.7608528,8.915937e-06,1.955046e-08,0.007783604,1.7223351e-17,1.3243794e-09,7.333611e-11,5.47743e-11,1.8646097e-13,15,0.5846375733795437
27,28,27:28,"Take this letter of mine and deliver it to them. Then leave them and see what [answer] they will return.""",1.4896372e-08,0.9294679,3.346637e-12,1.5357732e-10,2.0623468e-11,2.6611515e-09,0.0,6.5606356e-09,3.1347245e-05,6.3346306e-07,7.4926204e-10,6.081288e-10,4.0391464e-09,5.881082e-06,9.5903334e-11,0.00015572635,2.3261758e-10,5.7297965e-11,0.066731066,2.09889e-09,0.003097403,0.0005018133,7.563509e-06,4.1763247e-08,1,0.2721981916861895
27,29,27:29,"She said, ""O eminent ones, indeed, to me has been delivered a noble letter.",1.8602982e-12,0.9846692,1.7370905e-08,7.2132584e-09,8.7449364e-10,1.4946414e-07,0.0,8.399591e-12,6.4516274e-11,4.8000562e-05,6.755848e-14,2.8407118e-10,6.1347176e-09,1.3592454e-09,2.6637977e-05,1.4368513e-06,1.26430914e-11,3.795983e-13,0.015250375,2.7972652e-12,3.5952644e-07,5.69662e-13,5.545628e-13,1.5187793e-09,1,0.07979286776476847
27,30,27:30,"Indeed, it is from Solomon, and indeed, it reads: 'In the name of Allah, the Entirely Merciful, the Especially Merciful,",2.6747108e-07,0.0001449902,5.280031e-09,3.0810872e-07,3.4556972e-08,0.00023354118,0.0,1.9635345e-10,0.0045848656,2.4208018e-06,5.08145e-12,5.8988064e-07,0.89724946,2.4961685e-07,1.0162035e-18,1.4138952e-06,1.8575442e-07,7.51335e-08,0.097724825,2.7219501e-11,5.3877975e-05,3.816676e-12,8.495998e-07,3.9040184e-09,12,0.3530913367272975
27,31,27:31,"Be not haughty with me but come to me in submission [as Muslims].' """,2.4984088e-06,1.0359873e-07,2.3237633e-10,1.1530713e-08,3.7547725e-09,2.8017226e-09,0.0,8.54601e-10,0.9996339,1.4155574e-06,2.9207292e-10,4.865237e-07,1.1086621e-06,4.4380204e-06,4.463784e-33,5.0707547e-07,4.5661152e-05,9.254551e-10,0.00029484558,5.8154117e-11,5.7542525e-07,1.5390555e-05,2.012694e-08,7.010071e-11,8,0.0035360449245959956
27,32,27:32,"She said, ""O eminent ones, advise me in my affair. I would not decide a matter until you witness [for] me.""",1.1771845e-12,0.0014760596,1.5867465e-14,5.1754295e-12,8.059639e-14,3.8169086e-12,0.0,2.7743295e-14,1.3412067e-11,0.9985058,6.370399e-14,3.9631212e-10,3.301086e-16,3.0516377e-12,4.0233206e-10,8.1643526e-07,2.4457286e-10,1.786282e-13,1.4513568e-05,7.527254e-18,5.97231e-12,6.7381847e-16,7.0636587e-16,4.0651652e-15,9,0.011287784040823404
27,33,27:33,"They said, ""We are men of strength and of great military might, but the command is yours, so see what you will command.""",8.338169e-12,0.9970518,0.00015214912,1.2056905e-10,2.1107296e-12,2.1954019e-08,0.0,5.620284e-17,1.4949363e-09,1.1149757e-09,6.180805e-09,5.5432833e-12,3.457164e-14,2.4783855e-09,3.104342e-06,8.475633e-08,1.5527217e-09,2.1241776e-13,0.0027960723,1.7491453e-16,1.4762126e-09,1.54737e-17,9.804076e-16,7.653168e-12,1,0.020762404658394823
27,34,27:34,"She said, ""Indeed kings - when they enter a city, they ruin it and render the honored of its people humbled. And thus do they do.",2.4848687e-10,0.8424122,3.3283504e-07,1.560936e-08,1.4900805e-08,0.004699433,0.0,2.5339666e-09,5.760133e-09,0.044429414,4.202063e-11,1.9181389e-08,5.8507404e-13,1.7711176e-05,0.008444383,0.0032699874,7.724835e-09,3.1375176e-09,0.09668656,7.223457e-14,3.704671e-05,3.2226307e-12,4.071319e-11,2.1609842e-10,1,0.5934935412312454
27,35,27:35,"But indeed, I will send to them a gift and see with what [reply] the messengers will return.""",3.650784e-13,0.9973104,7.2058505e-12,4.4979177e-11,5.230664e-13,4.1413237e-10,0.0,1.5525866e-15,3.5774093e-08,1.394645e-11,5.660574e-13,4.4723265e-09,2.5712772e-11,2.795159e-08,2.488503e-09,6.0956273e-07,5.465223e-10,3.1819146e-13,0.0026811927,7.64139e-10,4.3918744e-06,2.196123e-15,5.4202985e-08,4.819238e-09,1,0.018627818359665708
27,36,27:36,"So when they came to Solomon, he said, ""Do you provide me with wealth? But what Allah has given me is better than what He has given you. Rather, it is you who rejoice in your gift.",9.455507e-15,2.641883e-09,5.2206195e-12,9.393034e-13,1.5014265e-12,1.0108538e-08,0.0,5.7734812e-18,2.0292923e-08,5.6305804e-11,5.6542448e-15,1.823767e-12,1.1394559e-14,9.169807e-14,1.8090998e-25,4.764648e-12,1.966335e-13,1.0333324e-12,2.2551434e-07,7.199309e-20,1.0,2.8893922e-16,5.930897e-20,6.916734e-17,20,4.051264278512136e-06
27,37,27:37,"Return to them, for we will surely come to them with soldiers that they will be powerless to encounter, and we will surely expel them therefrom in humiliation, and they will be debased.""",9.0373815e-09,0.21406382,0.19871666,4.2180165e-08,6.764239e-11,7.184017e-08,0.0,3.420362e-10,0.002001299,4.208273e-10,2.3427932e-10,6.5368533e-09,1.22762e-09,2.3023718e-05,5.244135e-11,2.4711213e-05,3.514113e-06,2.0875055e-07,0.58516693,2.0795621e-10,7.3015485e-08,2.780577e-09,1.2615463e-07,5.2818677e-08,18,0.9776408531627112
27,38,27:38,"[Solomon] said, ""O assembly [of jinn], which of you will bring me her throne before they come to me in submission?""",1.4096964e-11,0.014082139,1.0306982e-05,6.4604355e-06,7.7205335e-09,0.03357805,0.0,1.0125978e-09,3.568499e-06,6.3387946e-05,3.6345494e-08,0.0009021663,6.083356e-09,1.3564555e-06,2.3571463e-09,0.00016575085,0.00012610623,4.7079134e-06,0.9510378,3.225959e-15,1.8623994e-05,5.4567833e-11,2.2618382e-14,9.68165e-09,18,0.2317664537918167
27,39,27:39,"A powerful one from among the jinn said, ""I will bring it to you before you rise from your place, and indeed, I am for this [task] strong and trustworthy.""",2.458852e-11,0.6792666,2.083625e-05,0.0059120194,1.0747559e-08,0.00011811027,0.0,3.727767e-11,1.8999868e-05,6.588374e-09,2.2870606e-06,4.9554877e-05,4.2065858e-11,1.691247e-09,7.9569315e-07,0.0027388553,6.556083e-09,6.729985e-10,0.31109768,5.5063882e-09,0.0007658922,1.0952589e-10,8.54685e-12,1.1415494e-05,1,0.680103178127025
27,40,27:40,"Said one who had knowledge from the Scripture, ""I will bring it to you before your glance returns to you."" And when [Solomon] saw it placed before him, he said, ""This is from the favor of my Lord to test me whether I will be grateful or ungrateful. And whoever is grateful - his gratitude is only for [the benefit of] himself. And whoever is ungrateful - then indeed, my Lord is Free of need and Generous.""",1.315261e-10,0.00015524117,5.159272e-10,2.9719344e-10,5.4383347e-09,1.0014628e-06,0.0,1.3032973e-13,2.1797636e-08,2.1054816e-09,9.249944e-14,3.1442646e-08,4.7339955e-11,4.4432142e-09,1.1262577e-15,3.2781742e-07,9.340657e-12,6.329593e-11,0.0027586736,2.271171e-11,0.9970821,4.6045033e-15,2.0955463e-16,3.0389025e-14,20,0.020551962014457845
27,41,27:41,"He said, ""Disguise for her her throne; we will see whether she will be guided [to truth] or will be of those who is not guided.""",3.4824934e-09,0.023240032,8.4438506e-07,1.2005147e-08,1.7203273e-08,5.4271553e-05,0.0,1.2361727e-09,0.0002513285,0.0065976493,1.2454542e-10,1.3869018e-07,3.5478329e-10,2.2675395e-07,1.7610126e-12,0.010195277,5.914102e-08,7.112543e-09,0.9596603,1.0231804e-13,2.4919822e-07,3.060371e-11,1.2646798e-12,4.3032733e-10,18,0.20946121137882723
27,42,27:42,"So when she arrived, it was said [to her], ""Is your throne like this?"" She said, ""[It is] as though it was it."" [Solomon said], ""And we were given knowledge before her, and we have been Muslims [in submission to Allah].",5.938207e-06,0.0013565872,0.0005085543,1.5055955e-05,0.00022176786,0.08541417,0.0,1.9965542e-05,0.060156014,0.15496273,4.3322527e-07,1.11512245e-05,0.17313874,7.981199e-05,8.662521e-12,0.008178397,0.0010530829,2.2954962e-05,0.51478726,1.6756915e-11,6.462929e-05,4.7547823e-07,1.1059069e-08,8.220822e-08,18,1.3770382644772377
27,43,27:43,"And that which she was worshipping other than Allah had averted her [from submission to Him]. Indeed, she was from a disbelieving people.""",9.280156e-08,5.1888883e-06,6.081042e-07,0.00011562538,7.881522e-09,5.2987263e-05,0.0,1.4238252e-09,0.8180964,0.1804676,6.3045585e-10,2.9716881e-08,5.7149455e-06,6.463915e-05,9.916741e-29,0.00014025193,7.1153727e-07,5.713694e-09,0.0010506833,1.4160225e-13,1.7867764e-09,4.0597185e-11,4.8064233e-09,3.764152e-09,8,0.4840478138689081
27,44,27:44,"She was told, ""Enter the palace."" But when she saw it, she thought it was a body of water and uncovered her shins [to wade through]. He said, ""Indeed, it is a palace [whose floor is] made smooth with glass."" She said, ""My Lord, indeed I have wronged myself, and I submit with Solomon to Allah, Lord of the worlds.""",8.217435e-08,0.009097318,2.8700055e-07,4.557618e-07,3.992842e-06,0.14568734,0.0,2.1187963e-05,0.00012688313,0.29287198,2.106535e-08,1.5639278e-08,2.6733846e-07,5.956447e-06,2.9144454e-07,8.693769e-05,2.1112976e-08,1.3959844e-06,0.5520924,2.0024695e-16,2.1400206e-06,5.8405136e-10,5.087834e-11,7.5986595e-10,18,1.0133784500369014
27,45,27:45,"And We had certainly sent to Thamud their brother Salih, [saying], ""Worship Allah,"" and at once they were two parties conflicting.",6.263615e-10,2.5377722e-06,1.4713406e-06,1.1382374e-10,8.2616735e-12,2.450542e-07,0.0,1.9744688e-12,0.025856402,1.7222446e-08,1.3403033e-08,7.650899e-10,1.3380614e-07,4.286155e-09,1.5666379e-24,3.0804526e-07,0.9738214,1.7919424e-10,0.00031883328,2.967649e-12,2.0557444e-08,2.3355985e-12,5.7012834e-09,1.1922064e-12,16,0.12297409388079855
27,46,27:46,"He said, ""O my people, why are you impatient for evil instead of good? Why do you not seek forgiveness of Allah that you may receive mercy?""",2.1139915e-06,0.00078618736,1.4239739e-06,4.0323904e-08,1.6070592e-10,4.225909e-08,0.0,1.5530961e-15,0.98522526,5.7918237e-07,1.627295e-08,2.6681391e-06,9.040721e-10,1.5415636e-06,7.171763e-27,5.743425e-05,2.2185878e-08,2.7079866e-13,0.013764221,9.4633875e-12,1.0058812e-06,5.0722095e-13,0.00015350047,3.0344074e-07,8,0.08131344069762592
27,47,27:47,"They said, ""We consider you a bad omen, you and those with you."" He said, ""Your omen is with Allah. Rather, you are a people being tested.""",1.286217e-07,4.845807e-07,1.7427215e-05,2.4378332e-07,7.092111e-10,1.6847885e-09,0.0,2.79677e-15,0.99529237,1.17252654e-07,6.8110344e-09,1.6259324e-05,1.1002211e-10,1.2426993e-06,2.9063907e-33,3.43727e-05,2.248615e-07,1.0897902e-11,0.00026546896,0.0043715895,5.5321857e-07,4.1059105e-12,1.2714831e-09,1.6843718e-08,8,0.031398660194074786
27,48,27:48,And there were in the city nine family heads causing corruption in the land and not amending [its affairs].,1.8336013e-06,0.943241,1.6924896e-05,4.3120244e-06,2.5551077e-09,1.07109e-06,0.0,0.00019737991,1.4820243e-09,0.00033514286,1.8176992e-09,2.3416899e-06,2.3620897e-15,1.4490774e-05,0.035563845,0.0002928637,8.199631e-05,3.3139291e-09,0.019732136,3.8969616e-11,0.00051413296,1.0614326e-08,1.1306174e-09,8.013739e-08,1,0.26311619205531267
27,49,27:49,"They said, ""Take a mutual oath by Allah that we will kill him by night, he and his family. Then we will say to his executor, 'We did not witness the destruction of his family, and indeed, we are truthful.' """,3.329925e-07,0.000394696,8.6300915e-06,1.6122503e-07,2.7251918e-11,5.005183e-07,0.0,6.6996147e-15,0.94354326,0.00015308295,2.2127442e-11,5.5296987e-06,3.6077235e-08,0.00010266531,1.3758774e-23,0.0012305683,3.1415343e-06,9.0564617e-10,0.0071435636,2.1273582e-11,1.5980028e-06,9.793972e-11,6.9493713e-09,0.047409393,8,0.24855098473119394
27,50,27:50,"And they planned a plan, and We planned a plan, while they perceived not.",6.7544117e-12,0.9736356,0.026190942,4.4397488e-13,2.38664e-11,5.349816e-09,0.0,2.7459315e-15,9.9410716e-11,1.8049776e-10,1.2385707e-09,6.481729e-09,3.4676324e-17,4.6119664e-11,7.3887196e-07,8.683684e-07,3.631073e-07,1.0760655e-14,0.00017504909,2.1351937e-13,5.8137506e-10,7.803093e-14,5.0484654e-13,5.418959e-14,1,0.12295256797056556
27,51,27:51,"Then look how was the outcome of their plan - that We destroyed them and their people, all.",2.7688925e-16,0.00026646836,0.99973303,9.627975e-12,3.8077598e-13,1.5831513e-11,0.0,2.5435776e-21,5.0508703e-07,3.0286358e-15,7.454947e-13,9.137516e-12,4.441618e-18,3.9337034e-11,1.9843173e-17,7.0312584e-10,1.7531262e-09,6.721549e-16,2.9326588e-06,2.2695553e-15,1.9152837e-12,4.7625486e-16,4.9936867e-13,1.5332427e-12,2,0.0025047724293955566
27,52,27:52,"So those are their houses, desolate because of the wrong they had done. Indeed in that is a sign for people who know.",2.4586614e-06,0.96701735,4.0811415e-06,4.417544e-08,2.512617e-09,4.2542563e-11,0.0,0.006199573,1.3860919e-08,1.9165254e-05,7.786568e-12,1.5182646e-08,2.6289163e-15,8.8177025e-08,9.954949e-06,6.69686e-06,1.5113058e-10,5.504115e-11,0.022296412,0.004327141,0.00011651891,2.0958362e-14,1.8182028e-12,3.8804906e-06,1,0.17389084345419403
27,53,27:53,And We saved those who believed and used to fear Allah.,2.2385666e-15,9.979348e-08,0.99977106,2.4010443e-08,1.6404552e-12,2.8233158e-12,0.0,3.812777e-19,0.00022649062,5.852769e-14,3.0580703e-12,5.781582e-14,1.3796204e-14,3.9231964e-12,3.5052677e-26,1.1996856e-09,1.2093612e-11,2.623249e-13,4.2453994e-06,3.9148463e-16,6.956124e-12,2.5214214e-17,1.6013766e-07,3.0180317e-11,2,0.0021868836124393997
27,54,27:54,"And [mention] Lot, when he said to his people, ""Do you commit immorality while you are seeing?",1.107935e-06,0.55947465,1.9427366e-06,1.571595e-08,9.718473e-08,0.0003645832,0.0,3.9420898e-09,0.0015724805,0.046422586,7.20669e-08,9.288159e-08,4.279355e-11,5.843353e-07,5.510315e-10,9.280276e-05,8.446372e-05,7.316486e-10,0.3919703,7.010459e-07,1.1692538e-05,9.941408e-12,4.92219e-08,4.8881724e-08,1,0.8494309369332806
27,55,27:55,"Do you indeed approach men with desire instead of women? Rather, you are a people behaving ignorantly.""",2.9494491e-09,0.98929274,5.082468e-08,1.05006656e-10,2.3537786e-15,2.2271041e-13,0.0,3.4443493e-10,2.6978814e-06,0.005018461,2.5619642e-05,5.860945e-07,8.8867455e-11,1.2040411e-09,3.6542749e-09,7.4559444e-05,3.8026783e-06,3.0053121e-12,0.0055792676,3.751562e-11,4.373465e-07,6.416935e-14,3.2768245e-14,9.9153935e-11,1,0.0672471182104716
27,56,27:56,"But the answer of his people was not except that they said, ""Expel the family of Lot from your city. Indeed, they are people who keep themselves pure.""",2.2651805e-06,0.03466032,0.0003080093,3.8777804e-07,2.2953767e-10,0.0004227336,0.0,5.221691e-06,0.004849053,0.0004627226,1.9368824e-07,1.1628207e-07,4.9411053e-12,5.3813246e-06,3.4206457e-12,5.694861e-05,0.00021022846,1.1053429e-06,0.9590163,5.3382365e-09,2.839037e-07,2.564834e-09,1.9009172e-10,1.2709613e-06,18,0.1943759099016621
27,57,27:57,"So We saved him and his family, except for his wife; We destined her to be of those who remained behind.",6.366457e-16,0.00025949057,0.6494626,8.3166105e-09,3.6746607e-14,3.7795856e-12,0.0,8.4811245e-17,1.3684959e-09,0.34992602,2.1143974e-11,1.690394e-11,2.4338347e-17,2.7509906e-11,6.027837e-12,2.9474348e-10,1.0780902e-08,3.2079995e-11,0.00035234858,1.0936868e-14,1.1189115e-11,6.3073097e-15,3.7205868e-14,3.5210296e-10,2,0.6526930731776133
27,58,27:58,"And We rained upon them a rain [of stones], and evil was the rain of those who were warned.",0.00092359586,0.0050063003,0.015649352,0.00017609794,9.897114e-09,1.0334306e-05,0.0,2.5010786e-06,4.1933102e-08,1.6668658e-06,9.519777e-09,6.072809e-08,5.389914e-13,0.034013018,0.0026938026,5.1944957e-05,5.1924072e-08,2.2129703e-05,0.9413646,8.126453e-05,4.5053105e-07,1.4060873e-11,6.929102e-07,1.8571556e-06,18,0.28910455881514185
27,59,27:59,"Say, [O Muhammad], ""Praise be to Allah, and peace upon His servants whom He has chosen. Is Allah better or what they associate with Him?""",1.4041267e-17,7.229769e-14,1.8463515e-17,1.1925048e-15,7.4615115e-15,3.5553228e-19,0.0,1.863579e-20,1.3166329e-08,2.635712e-17,5.702699e-16,2.0484569e-15,4.3316804e-19,8.400375e-16,1.3e-44,4.05934e-14,1.8245759e-10,2.8221484e-15,9.325921e-11,2.1473825e-19,1.2696526e-14,1.0,2.732534e-16,1.4342742e-18,21,2.4570900880813e-07
27,60,27:60,"[More precisely], is He [not best] who created the heavens and the earth and sent down for you rain from the sky, causing to grow thereby gardens of joyful beauty which you could not [otherwise] have grown the trees thereof? Is there a deity with Allah? [No], but they are a people who ascribe equals [to Him].",1.3927065e-08,5.3403433e-06,8.2541846e-10,2.5349966e-05,0.98074055,8.461301e-13,0.0,4.305957e-07,0.018991275,1.5394398e-09,0.0001850411,2.2201194e-09,2.5027916e-10,1.4129172e-09,3.4316e-26,2.7860585e-07,8.377983e-06,1.0021989e-09,3.9532417e-05,6.111768e-13,3.1127553e-10,1.1276637e-07,1.5307147e-09,6.953501e-11,4,0.09678495317274446
27,61,27:61,"Is He [not best] who made the earth a stable ground and placed within it rivers and made for it firmly set mountains and placed between the two seas a barrier? Is there a deity with Allah? [No], but most of them do not know.",1.4760198e-11,5.0036714e-08,6.6472156e-10,3.444371e-05,0.9976263,7.646456e-12,0.0,4.741142e-08,0.0022940105,8.8099135e-13,4.427353e-05,2.81172e-11,1.941922e-13,7.5289097e-13,4.4284093e-31,2.5778712e-08,4.052468e-08,2.1058259e-10,4.7100482e-07,1.34125775e-11,3.9540268e-12,1.1628715e-11,1.6575488e-09,4.208975e-12,4,0.017120113119456937
27,62,27:62,Is He [not best] who responds to the desperate one when he calls upon Him and removes evil and makes you inheritors of the earth? Is there a deity with Allah? Little do you remember.,1.206251e-11,7.3922116e-08,5.504813e-09,0.68430173,0.008501527,3.022975e-11,0.0,1.7495215e-13,0.30716732,1.7907252e-11,1.4988785e-06,3.5401562e-09,8.120138e-11,1.8351723e-10,4.6152534e-35,4.4485077e-08,1.258667e-07,2.1345242e-07,2.6930295e-05,1.16011624e-10,6.647422e-09,1.9736347e-10,1.811498e-08,4.7906303e-07,3,0.6630124601768166
27,63,27:63,Is He [not best] who guides you through the darknesses of the land and sea and who sends the winds as good tidings before His mercy? Is there a deity with Allah? High is Allah above whatever they associate with Him.,1.39854465e-11,1.3854802e-06,1.1314286e-09,0.015424963,0.9830329,1.9443997e-11,0.0,7.862827e-13,0.0015100723,8.5045604e-14,2.1752118e-08,4.6109658e-10,5.884828e-14,2.965929e-12,1.991674e-24,2.5730154e-10,6.388135e-08,1.793017e-09,2.8891434e-05,9.034467e-13,1.2602931e-11,1.01548144e-13,4.375826e-11,3.0817158e-11,4,0.09130272814214639
